transaction_id,customer_name,email,total_amount,product_name,price,total_sold,revenue_generated,payment_method,transaction_date,store_location,category,discount_applied,delivery_status,customer_rating,return_requested,customer_segment,coupon_used,profit
TXN-4066,Austin Moore,maurice01@hotmail.com,964.17,Lipstick,470.81,2,941.62,Cash,15-09-2025 09:34,Bangalore,Beauty,,Cancelled,4,No,Premium,Yes,0
TXN-4067,Virginia Campbell,melissacarpenter@stokes.org,488.33,Organic Soap,136.33,3,408.99,Cash,27-03-2024 14:37,Pune,Groceries,0,Pending,5,Yes,Loyal,No,0
TXN-4068,Danielle Golden,phillipmartin@yahoo.com,237.74,Sneakers,58.08,3,174.24,PayPal,08-02-2024 22:26,,Fashion,25,Delivered,,No,Premium,No,0
TXN-4069,Joshua Reed,martineztammy@goodwin-davis.org,822.13,Cushion Cover,187.64,4,750.56,Cash,12-12-2023 21:22,,Home Decor,5,Pending,5,Yes,Loyal,Yes,0
TXN-4070,Gary George,stephaniewilson@gmail.com,1673.37,Planner,525.25,3,1575.75,PayPal,17-11-2024 18:41,Hyderabad,Stationery,0,Pending,4,No,Loyal,No,0
TXN-4071,Benjamin Stevens,ernest06@gmail.com,1088.59,Sunglasses,520.25,2,1040.5,Debit Card,02-02-2025 14:02,,Accessories,20,Cancelled,2,No,Loyal,No,0
TXN-4072,Debra Davis,ypeterson@willis.biz,3048.75,Candles Set,601.65,5,3008.25,Cash,09-10-2024 21:14,Mumbai,Home Decor,30,Cancelled,1,No,Loyal,No,0
TXN-4073,Daryl Olson,banderson@wells-hernandez.net,699.85,Baby Stroller,678.73,1,678.73,PayPal,01-03-2025 04:39,Mumbai,Baby Products,5,Pending,5,Yes,Premium,Yes,0
TXN-4074,Darlene Garcia,zamoraronald@stokes-perez.com,2261.55,Vacuum Cleaner,724.25,3,2172.75,Debit Card,14-01-2025 18:37,Mumbai,Home Appliances,20,Cancelled,5,No,Regular,No,0
TXN-4075,Mary Suarez,nancy40@gmail.com,332.01,T-shirt,146.95,2,293.9,Debit Card,06-03-2024 07:22,Pune,Fashion,15,Pending,1,Yes,Premium,No,0
TXN-4076,Amy Vazquez,alejandro14@gmail.com,217.6,Vacuum Cleaner,42.18,3,126.54,UPI,10-05-2025 06:50,Kolkata,Home Appliances,0,Delivered,5,No,Premium,No,0
TXN-4077,Ashlee Bowman,,339.44,Lipstick,269.56,,269.56,Credit Card,09-11-2024 00:04,Pune,Beauty,30,Cancelled,,Yes,,Yes,269.56
TXN-4078,Julia Taylor,nicholasfigueroa@gmail.com,357.52,Jacket,162.27,2,324.54,Debit Card,25-02-2024 07:05,Hyderabad,Fashion,10,,2,Yes,,Yes,0
TXN-4079,Kathryn Young,isabella81@hotmail.com,511.96,Planner,455.82,,455.82,,17-03-2024 06:32,Pune,Stationery,5,Pending,3,No,Regular,Yes,455.82
TXN-4080,Tracy Turner,,242.73,Wall Clock,55.45,3,166.35,Cash,21-08-2024 01:41,Kolkata,Home Decor,10,Delivered,1,Yes,Premium,No,0
TXN-4081,Christina Clark,briannaandersen@gomez-howard.org,714.64,Sunglasses,166.49,4,665.96,PayPal,12-12-2023 14:25,Kolkata,Accessories,20,Pending,1,Yes,Loyal,Yes,0
TXN-4082,John Daniels,hhill@yahoo.com,1932.34,Cushion Cover,622.15,3,1866.45,PayPal,06-03-2025 14:51,Pune,Home Decor,,Cancelled,5,Yes,,Yes,0
TXN-4083,Rachel Moss,teresaflores@page-woods.biz,394.24,Dumbbell Set,322.46,1,322.46,Credit Card,02-07-2025 16:16,Jaipur,Sportswear,25,Pending,,No,Premium,No,0
TXN-4084,Patrick Adams,dominiquemaxwell@yahoo.com,836.5,Perfume,384.03,2,768.06,PayPal,22-06-2024 05:10,Hyderabad,Beauty,20,,1,Yes,Regular,No,0
TXN-4085,Shannon Walsh,christopher96@gmail.com,217.85,Toy Car,105.17,2,210.34,PayPal,02-01-2025 15:12,Bangalore,Baby Products,20,Cancelled,2,No,Regular,Yes,0
TXN-4086,Clifford Bell,michaelflynn@sullivan.info,605.68,Running Shoes,567.07,1,567.07,Debit Card,10-03-2024 21:07,Kolkata,Sportswear,25,Delivered,3,Yes,New,Yes,0
TXN-4087,Chelsea Hodges,davissonya@sanchez.com,104.27,Office Desk,89.29,,89.29,Debit Card,08-06-2024 11:47,Mumbai,Furniture,,,5,No,Premium,No,89.29
TXN-4088,Carrie Smith,sfoster@williams-ortiz.com,1017.2,Olive Oil,488.32,2,976.64,,19-05-2024 22:04,,Groceries,10,Pending,1,No,,Yes,0
TXN-4089,Stephanie Clayton,russell21@huff-holland.com,541.87,Sneakers,506.34,,506.34,PayPal,08-05-2025 06:01,Delhi,Fashion,10,Delivered,3,No,Loyal,No,506.34
TXN-4090,Benjamin Mclaughlin,johnhines@harvey.info,392.13,Wireless Mouse,350.82,,350.82,PayPal,09-01-2024 22:34,Pune,Electronics,15,Pending,2,No,,No,350.82
TXN-4091,Kevin Reyes,barnesandrew@thomas.biz,957.57,Toy Car,289.89,3,869.67,Credit Card,03-06-2024 10:51,Bangalore,Baby Products,25,,,No,New,No,0
TXN-4092,Thomas Goodman,icantrell@campbell-erickson.com,313.14,Perfume,55.29,5,276.45,PayPal,06-11-2023 05:19,Kolkata,Beauty,15,Pending,3,No,Loyal,No,0
TXN-4093,Gabriel Ford,rodney76@thomas.com,239.97,Pasta Pack,116.63,2,233.26,PayPal,01-07-2025 02:19,Chennai,Groceries,30,,2,No,,Yes,0
TXN-4094,Adam Giles,jennifer64@gmail.com,589.04,Wrist Watch,251.06,2,502.12,,27-10-2025 07:21,Kolkata,Accessories,25,Delivered,5,No,Premium,No,0
TXN-4095,Brett Bailey,sextonjames@gmail.com,444.9,Running Shoes,146.36,3,439.08,Credit Card,23-10-2024 13:01,,Sportswear,10,Cancelled,,No,Loyal,Yes,0
TXN-4096,Steven Mills,wshannon@gmail.com,1860.61,Hair Serum,363.31,5,1816.55,PayPal,20-09-2024 23:21,Chennai,Beauty,10,Delivered,1,Yes,Premium,Yes,0
TXN-4097,Christine King,cindywilliams@yahoo.com,453.87,Perfume,78.88,5,394.4,PayPal,11-09-2025 17:16,Mumbai,Beauty,0,,4,Yes,Loyal,Yes,0
TXN-4098,Benjamin Murphy,huntscott@gmail.com,363.75,Office Desk,333.83,1,333.83,UPI,08-08-2025 11:04,Mumbai,Furniture,25,,2,Yes,Regular,No,0
TXN-4099,Lisa Cunningham,heidi02@castro-griffin.com,594.27,Lipstick,521.14,1,521.14,PayPal,19-06-2025 10:36,,Beauty,0,Delivered,5,Yes,Premium,No,0
TXN-4100,Randy Jackson,ross53@hotmail.com,888.99,Yoga Mat,435.61,2,871.22,UPI,30-07-2025 03:46,Jaipur,Sportswear,5,Delivered,5,Yes,Loyal,Yes,0
TXN-4101,David Hudson,michaelcarter@wood.com,140.47,Power Bank,46.95,1,46.95,Debit Card,17-09-2024 21:22,Jaipur,Electronics,,Delivered,3,No,New,No,0
TXN-4102,Amanda Watts,zacharygross@brown-smith.com,784.25,LED Lamp,739.54,,739.54,Credit Card,02-02-2025 20:03,Jaipur,Furniture,30,Pending,,No,Premium,No,739.54
TXN-4103,Jonathan Rogers,rharmon@gmail.com,1726.33,Laundry Basket,573.45,3,1720.35,PayPal,08-01-2024 04:09,Kolkata,Household,,,2,Yes,New,No,0
TXN-4104,Donald Morris,perkinsjeffrey@jones.info,1512.85,Coffee Maker,361.31,4,1445.24,Debit Card,16-08-2025 15:29,Delhi,Home Appliances,15,Pending,4,Yes,Regular,No,0
TXN-4105,Jennifer Davis,hwagner@hill-bryant.biz,228.44,Candles Set,214.59,,214.59,Cash,16-05-2025 10:58,Chennai,Home Decor,10,Pending,,Yes,Loyal,No,214.59
TXN-4106,Joshua Hayes,ascott@yahoo.com,2178.87,Perfume,720.94,3,2162.82,,08-02-2024 05:52,Pune,Beauty,,Pending,4,No,Loyal,No,0
TXN-4107,Jasmine Hall,donna18@velasquez-francis.org,1636.04,Wrist Watch,386.52,4,1546.08,Credit Card,24-11-2023 06:27,Hyderabad,Accessories,15,Cancelled,5,No,Premium,No,0
TXN-4108,Brittany Alvarez,smithzachary@williams-gibson.net,2709.2,Wireless Mouse,656.84,4,2627.36,Cash,23-08-2024 06:54,Kolkata,Electronics,25,Delivered,5,No,Loyal,Yes,0
TXN-4109,William Cox,rogersbenjamin@hotmail.com,2745.31,Coffee Maker,670.36,4,2681.44,PayPal,08-05-2024 19:32,Pune,Home Appliances,10,Cancelled,,Yes,Regular,Yes,0
TXN-4110,Thomas Vargas,anthonywebb@wade-johnson.biz,1844.99,Lipstick,452.69,4,1810.76,UPI,29-10-2024 01:01,Delhi,Beauty,,Pending,2,No,New,No,0
TXN-4111,Stacy Martinez,jessicafisher@pruitt-day.com,3277.97,Pen Set,638.94,5,3194.7,PayPal,17-02-2025 08:25,Chennai,Stationery,,Delivered,2,No,New,No,0
TXN-4112,Jose Romero,jeffery59@gmail.com,2480.32,Wrist Watch,598.83,4,2395.32,Debit Card,24-08-2024 23:01,Hyderabad,Accessories,0,Cancelled,,No,Premium,Yes,0
TXN-4113,Daniel Perry,heathersteele@hotmail.com,383.05,Laundry Basket,352.76,,352.76,,07-06-2025 08:36,Mumbai,Household,0,Cancelled,2,No,New,No,352.76
TXN-4114,Mr. Patrick Edwards,anthonydana@hotmail.com,1193.22,Notebook,390.55,3,1171.65,Cash,13-02-2024 10:20,Chennai,Stationery,15,Cancelled,5,No,Regular,Yes,0
TXN-4115,Bruce Gibson,whubbard@gmail.com,2563.69,Wall Clock,627,4,2508,UPI,25-12-2024 13:38,Hyderabad,Home Decor,0,,4,No,Loyal,No,0
TXN-4116,Melanie Ramos,dharris@gmail.com,1020.75,Air Conditioner,241.94,4,967.76,PayPal,05-09-2024 14:47,Chennai,Home Appliances,20,Pending,4,Yes,Loyal,No,0
TXN-4117,Laura Hayden,zlee@perkins.org,385.35,Handbag,75.06,4,300.24,UPI,30-12-2023 09:54,Hyderabad,Accessories,20,,4,Yes,Loyal,Yes,0
TXN-4118,Lacey Herrera,jwilson@park-church.com,487.17,Sunglasses,447.23,1,447.23,UPI,20-06-2025 07:28,Delhi,Accessories,25,Delivered,1,Yes,Loyal,No,0
TXN-4119,Julie Ellis,tshort@baker.com,147.93,Power Bank,141.88,1,141.88,PayPal,06-04-2024 09:36,Chennai,Electronics,25,,,No,,No,0
TXN-4120,Leslie Mcdaniel,craigjohn@turner-mayo.org,517.8,Bluetooth Speaker,239.14,2,478.28,Cash,18-04-2025 22:50,Mumbai,Electronics,25,Delivered,2,No,Premium,No,0
TXN-4121,Douglas Hampton,yjohnson@hotmail.com,3717.02,Perfume,732.73,5,3663.65,Debit Card,16-03-2024 17:28,Mumbai,Beauty,30,,,No,Premium,Yes,0
TXN-4122,Gerald Ryan,richardsonwendy@martin.net,439.15,Sunglasses,382.09,1,382.09,Debit Card,27-05-2025 22:04,Bangalore,Accessories,10,,4,No,,No,0
TXN-4123,Mary Sanchez,kirstenbenson@jones.info,3122.13,Perfume,623.12,5,3115.6,PayPal,22-11-2024 02:48,Jaipur,Beauty,30,Cancelled,2,No,New,No,0
TXN-4124,Abigail Walters,ericacooper@hotmail.com,690.38,Cushion Cover,648.59,1,648.59,Debit Card,12-12-2024 02:00,Hyderabad,Home Decor,15,Cancelled,,Yes,,No,0
TXN-4125,Nicole Leach,graymelissa@mccall.net,3557.21,Candles Set,696.08,5,3480.4,Cash,09-01-2024 13:24,Mumbai,Home Decor,,Cancelled,1,No,New,No,0
TXN-4126,Curtis Cole,alvarezsharon@gutierrez.com,190.78,Office Desk,119.81,1,119.81,Credit Card,09-10-2024 19:54,,Furniture,30,Delivered,5,No,Loyal,Yes,0
TXN-4127,Christina Palmer,gibsonrichard@martin.com,722.1,Baby Stroller,318.7,2,637.4,Credit Card,06-08-2025 03:42,Hyderabad,Baby Products,10,Delivered,4,Yes,,No,0
TXN-4128,Joseph Goodwin,elliszachary@riley.info,3163.33,Dumbbell Set,615.72,5,3078.6,Credit Card,02-03-2025 14:01,,Sportswear,10,,1,No,Premium,No,0
TXN-4129,Benjamin Fernandez,ballnicole@yahoo.com,608.52,Power Bank,265.06,2,530.12,Debit Card,26-08-2025 01:58,Jaipur,Electronics,5,,,Yes,,No,0
TXN-4130,Robert Sullivan,grantalyssa@allen.info,1028.48,Hair Serum,492.49,2,984.98,UPI,12-12-2023 08:03,Bangalore,Beauty,0,Pending,,No,,No,0
TXN-4131,Regina Gamble,emilykhan@yahoo.com,1624.21,Keyboard,763.41,2,1526.82,Credit Card,25-05-2024 09:26,Pune,Electronics,25,Cancelled,,No,,No,0
TXN-4132,Robert James,,376.32,Bluetooth Speaker,99.23,3,297.69,PayPal,19-07-2025 17:49,Hyderabad,Electronics,,Delivered,4,No,Premium,Yes,0
TXN-4133,Mary Evans,rickysmith@gmail.com,1439.62,Candles Set,278.58,5,1392.9,Credit Card,27-10-2025 09:10,Kolkata,Home Decor,20,Pending,3,Yes,,No,0
TXN-4134,Tina Ellis,whiteregina@hayes.com,1142.83,Perfume,530.36,2,1060.72,,10-05-2024 07:50,Bangalore,Beauty,5,,,No,Regular,No,0
TXN-4135,Mariah Cole,john52@parker.biz,448.28,Pasta Pack,406.58,1,406.58,Cash,14-05-2024 22:08,Chennai,Groceries,15,Delivered,3,No,,No,0
TXN-4136,Angela Patel,kimberly40@gmail.com,177.18,Smart Refrigerator,91.34,,91.34,PayPal,06-09-2025 19:54,Bangalore,Home Appliances,5,Cancelled,1,Yes,Loyal,Yes,91.34
TXN-4137,Michael Pittman,belljennifer@bolton-wright.com,2027.85,LED Lamp,386,5,1930,Cash,30-05-2024 22:12,Chennai,Furniture,0,,1,Yes,Regular,No,0
TXN-4138,Jennifer Hernandez,jerryjohnson@roman-munoz.org,2246.56,Table Cloth,436.14,5,2180.7,Credit Card,13-12-2024 01:02,Jaipur,Home Decor,10,,2,No,Premium,No,0
TXN-4139,Kevin Anderson,qfaulkner@gmail.com,532.37,Baby Stroller,444.71,,444.71,UPI,10-02-2024 23:23,Chennai,Baby Products,25,Delivered,,Yes,Loyal,Yes,444.71
TXN-4140,Tiffany Lopez,gabrieljenkins@hotmail.com,2151.96,Laundry Basket,411.04,5,2055.2,PayPal,06-02-2024 06:06,Bangalore,Household,,Cancelled,1,Yes,Loyal,No,0
TXN-4141,Jason Jones,wthompson@yahoo.com,1790.92,4K Smart TV,344.16,5,1720.8,,14-02-2025 05:12,Hyderabad,Electronics,5,Pending,4,No,Loyal,Yes,0
TXN-4142,Dr. Theresa Sandoval,jasonwalton@woods.info,2269.68,4K Smart TV,450.4,5,2252,Credit Card,02-05-2025 18:24,Pune,Electronics,5,,1,No,Premium,No,0
TXN-4143,Levi Watson DDS,david48@williams.org,1655.53,Yoga Mat,541.29,3,1623.87,Debit Card,21-07-2025 18:08,Kolkata,Sportswear,30,Pending,,No,New,No,0
TXN-4144,Garrett Morrison,mooredavid@johnson.com,2725.86,Keyboard,658.84,4,2635.36,Credit Card,16-06-2024 06:31,Bangalore,Electronics,0,Cancelled,,No,Premium,No,0
TXN-4145,William Hale,maryramsey@gmail.com,1614.01,Running Shoes,529.53,3,1588.59,PayPal,05-07-2025 16:28,Mumbai,Sportswear,5,Pending,2,No,New,Yes,0
TXN-4146,Matthew Perez,jessica91@turner.com,522.01,4K Smart TV,154.29,3,462.87,Cash,03-12-2024 10:45,Mumbai,Electronics,15,,,No,Regular,Yes,0
TXN-4147,Kathleen Hernandez,antoniosalazar@yahoo.com,621.83,Lipstick,201.4,3,604.2,,12-03-2025 17:53,Chennai,Beauty,0,Cancelled,3,Yes,Loyal,No,0
TXN-4148,Michael Phillips,regina59@banks.com,661.19,Dish Soap,605.58,,605.58,Cash,05-08-2025 03:59,Kolkata,Household,20,Delivered,2,No,New,No,605.58
TXN-4149,Kelly Washington,zfranklin@gmail.com,466.15,Broom,126.03,3,378.09,PayPal,23-02-2025 14:59,Jaipur,Household,,Pending,5,No,New,No,0
TXN-4150,Kristin Oliver,banksmeredith@ferguson-suarez.com,765.83,Sunglasses,334.78,2,669.56,Debit Card,31-10-2024 06:14,Hyderabad,Accessories,0,,,No,,No,0
TXN-4151,Danielle Mcconnell,hortiz@yahoo.com,1672.6,Laundry Basket,332.12,5,1660.6,UPI,15-01-2025 09:20,Chennai,Household,,Pending,2,No,Regular,No,0
TXN-4152,John Todd,collinslaura@yahoo.com,1973.81,Dumbbell Set,487.82,4,1951.28,Cash,13-11-2024 09:10,Bangalore,Sportswear,0,,4,No,Regular,No,0
TXN-4153,Michael Stewart,timothymontgomery@davis-williams.info,964.75,Curtains,470.89,2,941.78,UPI,17-11-2024 08:32,Hyderabad,Home Decor,10,Pending,2,No,,No,0
TXN-4154,Christopher Crawford,,2831.74,Pasta Pack,693.48,4,2773.92,Cash,11-06-2025 21:46,Jaipur,Groceries,,Pending,3,No,Regular,No,0
TXN-4155,Tracy Thomas,garzazachary@gmail.com,1047.3,LED Lamp,205.18,5,1025.9,PayPal,09-04-2024 06:57,,Furniture,15,Delivered,3,Yes,,No,0
TXN-4156,Colton Dennis,joshua74@hotmail.com,3918.44,Yoga Mat,781.08,5,3905.4,Debit Card,13-02-2025 04:14,Hyderabad,Sportswear,0,Delivered,1,Yes,New,No,0
TXN-4157,Devin Reynolds,xcline@gmail.com,596.72,Smart Refrigerator,525.37,,525.37,Cash,30-06-2024 00:53,Bangalore,Home Appliances,5,Cancelled,,No,Premium,Yes,525.37
TXN-4158,Dr. Stacey Holt,xmorris@hotmail.com,2949.52,Lipstick,587.56,5,2937.8,UPI,23-12-2023 13:52,Delhi,Beauty,0,Pending,5,No,Loyal,No,0
TXN-4159,Lori Madden,webbjohn@hotmail.com,3659.16,Ergonomic Chair,721.9,5,3609.5,Credit Card,06-03-2024 11:54,,Furniture,,Cancelled,,No,New,Yes,0
TXN-4160,Leslie Miller,qlee@gmail.com,1538.12,Router,752.46,2,1504.92,Credit Card,10-02-2025 03:15,Kolkata,Electronics,10,Delivered,5,Yes,Premium,No,0
TXN-4161,Kristin Gomez,michael11@woodard-hayes.com,237.25,T-shirt,34.47,4,137.88,Cash,09-05-2025 03:13,Delhi,Fashion,20,,2,No,,Yes,0
TXN-4162,Jenna Diaz,fwilliams@smith-mitchell.org,2414.15,Smartphone,790.31,3,2370.93,Debit Card,07-05-2024 03:29,Mumbai,Electronics,5,,,No,Premium,No,0
TXN-4163,Rebecca Love,david40@gmail.com,1501.34,4K Smart TV,364.37,4,1457.48,PayPal,09-02-2025 12:07,Hyderabad,Electronics,25,,2,No,New,Yes,0
TXN-4164,Michelle Hernandez,beckerbrianna@mack-wang.com,669.17,Hair Serum,205.85,3,617.55,Credit Card,01-05-2024 11:44,Bangalore,Beauty,25,Pending,1,No,Premium,No,0
TXN-4165,Suzanne Stephens,courtney07@hotmail.com,2009.21,Router,498.75,4,1995,Credit Card,22-12-2024 00:15,Jaipur,Electronics,,,2,No,Premium,Yes,0
TXN-4166,James Moore,arellanopatrick@hotmail.com,2388.58,Detergent,792.56,3,2377.68,Cash,02-10-2024 21:18,Delhi,Household,10,Delivered,2,No,New,No,0
TXN-4167,Christine Harris,jennifer23@cantu.info,543.24,Wall Clock,482.12,1,482.12,PayPal,18-06-2024 04:56,Jaipur,Home Decor,15,Pending,4,Yes,Premium,No,0
TXN-4168,Alex Velez,gfreeman@hanna.com,1981.7,Dumbbell Set,650.19,3,1950.57,Cash,03-02-2025 13:57,Chennai,Sportswear,0,Cancelled,4,No,Regular,No,0
TXN-4169,William Baldwin,michelle11@becker.biz,755.83,Broom,338.63,2,677.26,UPI,18-08-2024 05:59,Delhi,Household,0,,4,No,Regular,No,0
TXN-4170,George Hill,cooperlauren@gmail.com,639.52,Vacuum Cleaner,631.28,,631.28,,22-03-2024 00:57,,Home Appliances,25,Delivered,,No,Premium,No,631.28
TXN-4171,Ashley Douglas,virginia22@edwards.info,3500.28,Running Shoes,692.46,5,3462.3,UPI,07-04-2025 21:58,Kolkata,Sportswear,30,Pending,3,Yes,,Yes,0
TXN-4172,John Nelson,timothy08@hotmail.com,3194.54,Mop,637.88,5,3189.4,UPI,20-09-2025 19:37,,Household,5,Delivered,3,No,New,No,0
TXN-4173,Brenda Davidson,wallacebryan@reese-carson.org,988.64,Candles Set,320,3,960,,18-07-2024 11:32,Delhi,Home Decor,30,,,No,Loyal,Yes,0
TXN-4174,Laura Fisher,icuevas@yahoo.com,1204.3,Smart Refrigerator,235.19,5,1175.95,Credit Card,16-03-2024 20:38,Chennai,Home Appliances,25,Cancelled,1,No,New,Yes,0
TXN-4175,Michael Johnston,jesse02@cruz.com,544.18,Jacket,487.32,,487.32,Debit Card,14-08-2024 16:12,Delhi,Fashion,0,Pending,5,No,Loyal,Yes,487.32
TXN-4176,Mr. Jerry Robinson,dwilliams@yahoo.com,687.31,Wireless Mouse,198.45,3,595.35,PayPal,29-04-2024 21:38,,Electronics,30,Cancelled,,No,Regular,No,0
TXN-4177,James Hamilton,bradley81@schultz.net,451.4,Organic Soap,432,1,432,UPI,27-01-2025 17:41,Bangalore,Groceries,25,,4,No,Loyal,No,0
TXN-4178,Scott Willis,brianyang@johnson.com,420.13,Cushion Cover,173.25,2,346.5,UPI,18-07-2024 11:41,Hyderabad,Home Decor,10,,1,Yes,,No,0
TXN-4179,Curtis Bender,xhorton@gmail.com,271.08,Hair Serum,218.28,1,218.28,PayPal,25-08-2025 05:15,,Beauty,30,,1,No,,No,0
TXN-4180,Matthew Lopez,williamsjennifer@yahoo.com,855.68,Pasta Pack,794,1,794,Credit Card,01-12-2023 14:25,Delhi,Groceries,5,Cancelled,2,Yes,Regular,Yes,0
TXN-4181,Walter Bailey,dorothy44@hotmail.com,1454.76,Keyboard,686.37,2,1372.74,Cash,29-01-2025 21:16,Delhi,Electronics,5,Cancelled,5,No,,No,0
TXN-4182,Amanda Mitchell,sara38@gmail.com,175.37,Mop,47.17,2,94.34,Debit Card,02-02-2024 19:03,Bangalore,Household,5,Delivered,5,No,Loyal,Yes,0
TXN-4183,Lydia Martinez,crystal83@yahoo.com,864.27,Lipstick,795.41,,795.41,Debit Card,16-09-2025 15:00,Bangalore,Beauty,0,Cancelled,2,No,Loyal,No,795.41
TXN-4184,Diane Rivera,,1197.76,4K Smart TV,386.08,3,1158.24,UPI,12-08-2024 08:44,Chennai,Electronics,,Delivered,,No,Premium,No,0
TXN-4185,Johnny Simpson,pjames@yahoo.com,105.62,Yoga Mat,73.14,1,73.14,,16-01-2024 20:32,,Sportswear,25,Pending,5,No,Loyal,No,0
TXN-4186,Sara Collins,westkenneth@hotmail.com,1684.43,Handbag,798.26,2,1596.52,Debit Card,26-02-2024 00:34,Pune,Accessories,25,,1,No,Premium,Yes,0
TXN-4187,Stephanie Sullivan,michaelgamble@gordon-johnson.com,677.03,Office Desk,601.74,1,601.74,UPI,31-03-2024 19:24,Mumbai,Furniture,,Cancelled,4,No,Loyal,Yes,0
TXN-4188,Andrea Hall,gcrawford@henderson-reed.info,3675.17,Leather Wallet,726.41,5,3632.05,UPI,15-01-2025 13:15,,Fashion,30,Pending,1,No,Loyal,Yes,0
TXN-4189,Carl Scott,johnnguyen@bradley-brown.biz,2004.48,Toy Car,665.1,3,1995.3,,21-05-2024 10:12,,Baby Products,5,,3,Yes,,No,0
TXN-4190,Holly Davis,usilva@hotmail.com,271.41,Wall Clock,105.34,2,210.68,PayPal,20-10-2024 16:17,Delhi,Home Decor,10,Delivered,,Yes,Regular,Yes,0
TXN-4191,Timothy Miller,tbrandt@hotmail.com,614.17,Wrist Watch,116.85,5,584.25,Debit Card,07-09-2024 11:28,Pune,Accessories,,Cancelled,,No,,No,0
TXN-4192,Jessica Price,jamesmorris@simpson.biz,3503.68,T-shirt,687.4,5,3437,Debit Card,27-12-2024 00:33,Hyderabad,Fashion,0,Delivered,5,No,,No,0
TXN-4193,Jacqueline Harrison,victoriabenson@solis-davis.com,498.58,Wireless Mouse,115.11,4,460.44,Cash,06-05-2024 00:06,Chennai,Electronics,25,Cancelled,3,No,,Yes,0
TXN-4194,Renee Garcia,anthonyward@allen-lopez.com,319.93,Wireless Mouse,262.03,,262.03,PayPal,17-04-2025 07:12,Chennai,Electronics,20,Cancelled,2,No,Regular,Yes,262.03
TXN-4195,Melissa Lewis,arianavalencia@green-lopez.net,130.82,Mop,22.87,5,114.35,PayPal,14-10-2025 00:00,Hyderabad,Household,,Cancelled,5,Yes,New,No,0
TXN-4196,David Martin,lbennett@hotmail.com,1318.03,Pen Set,324.53,4,1298.12,Debit Card,22-03-2024 07:41,Kolkata,Stationery,10,Delivered,4,No,Loyal,Yes,0
TXN-4197,Jeffrey Sellers,jenniferdillon@taylor.com,2256.27,Notebook,562.53,4,2250.12,Cash,17-01-2025 23:59,Delhi,Stationery,30,Pending,3,No,Loyal,Yes,0
TXN-4198,Michael Smith,jeremyyates@hotmail.com,160.17,Organic Soap,18.28,4,73.12,Debit Card,01-06-2024 19:58,Hyderabad,Groceries,30,Delivered,2,Yes,New,Yes,0
TXN-4199,Daniel Phillips,pamelasmith@webb.com,419.88,Wrist Watch,408.13,1,408.13,Debit Card,13-08-2025 18:43,Mumbai,Accessories,5,,2,No,Regular,No,0
TXN-4200,Glenn Mosley,kmorris@lynch.com,1992.45,Detergent,649.08,3,1947.24,UPI,02-02-2024 18:19,,Household,,Delivered,3,Yes,Premium,No,0
TXN-4201,Mitchell Long,jasonmoore@yahoo.com,199.7,Hair Serum,69.29,2,138.58,UPI,25-02-2025 23:30,Jaipur,Beauty,20,Delivered,,No,New,No,0
TXN-4202,Brittany Anderson,nowens@gmail.com,261.01,Wrist Watch,178.9,,178.9,,14-09-2024 21:31,,Accessories,0,Cancelled,,No,Regular,No,178.9
TXN-4203,Katie Choi,umcfarland@yahoo.com,3111.49,Coffee Maker,609.19,5,3045.95,PayPal,20-11-2023 04:00,Hyderabad,Home Appliances,30,,,No,,Yes,0
TXN-4204,Jessica Clark,younglauren@yahoo.com,328.38,Toy Car,270.78,1,270.78,Debit Card,17-02-2025 09:26,Kolkata,Baby Products,,Cancelled,,No,,No,0
TXN-4205,Marcus Flynn,christopher07@evans.com,482.63,Sunglasses,442.08,1,442.08,Cash,12-11-2023 13:48,Mumbai,Accessories,10,Pending,,No,Loyal,No,0
TXN-4206,Sheila Kennedy,ronniefisher@yahoo.com,962.74,Coffee Maker,438.23,2,876.46,,13-01-2025 07:04,Delhi,Home Appliances,10,Pending,1,No,New,No,0
TXN-4207,Sarah Jordan,cameronjohn@lee-romero.com,487.98,Detergent,201.1,2,402.2,Debit Card,04-03-2025 20:57,Jaipur,Household,15,Pending,2,No,Loyal,No,0
TXN-4208,Rhonda Powell,sdaniel@hotmail.com,300.25,Sneakers,41.54,5,207.7,UPI,11-10-2024 00:47,,Fashion,10,,4,No,,No,0
TXN-4209,Kurt Brewer,millsjeff@hale.org,361.93,Smartphone,157.6,2,315.2,Debit Card,10-08-2025 14:19,Bangalore,Electronics,15,Cancelled,,Yes,Regular,Yes,0
TXN-4210,Diana Osborn,carol86@lawrence.com,611.6,Jacket,551.95,1,551.95,UPI,22-07-2025 08:28,Mumbai,Fashion,5,,5,Yes,Premium,Yes,0
TXN-4211,Sean Harper,madisonhampton@phillips-anderson.com,485.84,Laundry Basket,230.33,2,460.66,UPI,29-01-2025 20:11,Jaipur,Household,5,Pending,5,Yes,Loyal,No,0
TXN-4212,James Anderson,guerrerorenee@gilbert-hart.com,2158.03,Notebook,690.99,3,2072.97,,23-04-2024 06:43,Kolkata,Stationery,10,,1,No,New,No,0
TXN-4213,Aaron Jones,kfigueroa@gmail.com,2786,Curtains,554.88,5,2774.4,PayPal,04-10-2025 17:25,Pune,Home Decor,5,Delivered,1,No,Loyal,No,0
